,BR,DEP_TIME,FG,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindSpeed,RA,SN,Unnamed: 0,sky
2912,0.0,0.0,1.0,0.0,40.0,42.0,0.0,92.0,0.0,30.37,10.0,41.0,0.0,0.0,0.0,0.0,3.0
10700,0.0,13.0,0.0,29.66,36.0,53.0,0.0,52.0,29.65,29.64,10.0,45.0,18.0,0.0,0.0,762.0,3.0
12643,0.0,14.0,0.0,30.34,22.0,35.0,0.0,59.0,30.34,30.32,10.0,30.0,0.0,0.0,0.0,2723.0,1.0
18206,0.0,13.0,0.0,30.44,25.0,43.0,0.0,49.0,30.44,30.42,10.0,36.0,10.0,0.0,0.0,8810.0,3.0
8409,0.0,0.0,0.0,0.0,29.0,41.0,0.0,62.0,0.0,30.06,10.0,36.0,15.0,0.0,0.0,0.0,1.0
9841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18304,0.0,7.0,0.0,30.49,22.0,36.0,0.0,57.0,30.49,30.47,10.0,31.0,8.0,0.0,0.0,8908.0,3.0
15401,0.0,20.0,0.0,29.79,24.0,43.0,0.0,47.0,29.79,29.77,10.0,36.0,26.0,0.0,0.0,5814.0,3.0
12635,0.0,18.0,0.0,30.26,24.0,34.0,0.0,67.0,30.25,30.24,10.0,30.0,9.0,0.0,0.0,2715.0,1.0
16321,0.0,1.0,0.0,30.13,31.0,35.0,0.0,85.0,30.13,30.11,10.0,33.0,7.0,0.0,0.0,6745.0,1.0
729,0.0,0.0,0.0,0.0,3.0,17.0,0.0,54.0,0.0,30.35,10.0,14.0,13.0,0.0,0.0,0.0,1.0
17723,0.0,15.0,0.0,30.29,22.0,40.0,0.0,49.0,30.29,30.27,10.0,33.0,11.0,0.0,0.0,8327.0,2.0
1640,0.0,0.0,0.0,0.0,-7.0,6.0,0.0,54.0,0.0,30.48,10.0,4.0,16.0,0.0,0.0,0.0,1.0
4496,1.0,0.0,0.0,0.0,34.0,34.0,0.05,100.0,0.0,30.24,2.5,34.0,13.0,1.0,1.0,0.0,3.0
14682,0.0,11.0,0.0,30.13,49.0,50.0,0.0,96.0,30.12,30.11,10.0,49.0,11.0,0.0,0.0,4908.0,3.0
13977,0.0,21.0,0.0,30.27,24.0,34.0,0.0,67.0,30.27,30.24,10.0,30.0,5.0,0.0,0.0,4078.0,3.0
542,0.0,0.0,0.0,0.0,3.0,15.0,0.0,59.0,0.0,30.35,10.0,12.0,16.0,0.0,0.0,0.0,1.0
9711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6451,1.0,0.0,0.0,0.0,41.0,41.0,0.0,100.0,0.0,29.98,0.5,41.0,6.0,0.0,0.0,0.0,5.0
16555,1.0,13.0,0.0,29.37,55.0,55.0,0.07,100.0,29.37,29.35,0.25,55.0,11.0,0.0,0.0,6997.0,6.0
3999,0.0,0.0,0.0,0.0,7.0,17.0,0.0,64.0,0.0,30.64,10.0,15.0,11.0,0.0,0.0,0.0,3.0
2998,0.0,0.0,0.0,0.0,41.0,45.0,0.0,86.0,0.0,30.4,10.0,43.0,5.0,0.0,0.0,0.0,4.0
11717,0.0,10.0,0.0,30.21,24.0,37.0,0.0,59.0,30.21,30.19,10.0,32.0,14.0,0.0,0.0,1796.0,1.0
16177,0.0,21.0,0.0,29.89,50.0,50.0,0.01,100.0,29.89,29.87,10.0,50.0,15.0,0.0,0.0,6591.0,1.0
4046,0.0,0.0,0.0,0.0,17.0,27.0,0.0,66.0,0.0,30.55,10.0,24.0,13.0,0.0,0.0,0.0,3.0
426,0.0,0.0,0.0,0.0,5.0,20.0,0.0,52.0,0.0,30.34,10.0,16.0,17.0,0.0,0.0,0.0,1.0
15475,0.0,17.0,0.0,30.14,15.0,33.0,0.0,47.0,30.13,30.11,10.0,27.0,15.0,0.0,0.0,5888.0,1.0
5252,0.0,0.0,0.0,0.0,16.0,26.0,0.0,66.0,0.0,30.06,10.0,23.0,9.0,0.0,0.0,0.0,2.0
3934,0.0,0.0,0.0,0.0,11.0,18.0,0.0,74.0,0.0,30.64,10.0,16.0,13.0,0.0,0.0,0.0,1.0
16820,0.0,19.0,0.0,29.88,28.0,42.0,0.0,58.0,29.88,29.85,10.0,36.0,21.0,0.0,0.0,7309.0,3.0
10010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19511,0.0,2.0,0.0,30.21,25.0,35.0,0.0,67.0,30.21,30.19,10.0,31.0,5.0,0.0,0.0,10189.0,1.0
13431,0.0,3.0,0.0,30.19,20.0,28.0,0.0,72.0,30.19,30.16,10.0,25.0,6.0,0.0,0.0,3532.0,0.0
9785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18745,0.0,12.0,0.0,30.6,31.0,42.0,0.0,65.0,30.6,30.58,10.0,38.0,7.0,0.0,0.0,9351.0,1.0
6181,0.0,0.0,0.0,0.0,39.0,40.0,0.0,97.0,0.0,30.14,10.0,40.0,3.0,0.0,0.0,0.0,2.0
14112,0.0,23.0,0.0,30.49,41.0,43.0,0.0,93.0,30.49,30.47,10.0,42.0,5.0,0.0,0.0,4245.0,4.0
12986,0.0,8.0,0.0,30.14,22.0,34.0,0.0,61.0,30.14,30.11,10.0,30.0,13.0,0.0,0.0,3084.0,1.0
11524,0.0,21.0,0.0,30.11,17.0,34.0,0.0,50.0,30.11,30.09,10.0,28.0,8.0,0.0,0.0,1603.0,1.0
8665,0.0,0.0,0.0,0.0,30.0,42.0,0.0,62.0,0.0,30.08,10.0,37.0,17.0,0.0,0.0,0.0,2.0
7152,0.0,0.0,0.0,0.0,10.0,23.0,0.0,57.0,0.0,30.22,10.0,19.0,14.0,0.0,0.0,0.0,3.0
54,0.0,0.0,0.0,0.0,-5.0,18.0,0.0,35.0,0.0,30.32,10.0,13.0,20.0,0.0,0.0,0.0,1.0
2973,0.0,0.0,0.0,0.0,37.0,38.0,0.0,97.0,0.0,30.35,10.0,38.0,0.0,0.0,0.0,0.0,1.0
4548,0.0,0.0,0.0,0.0,18.0,27.0,0.0,69.0,0.0,30.16,10.0,24.0,16.0,0.0,0.0,0.0,2.0
2959,0.0,0.0,0.0,0.0,43.0,46.0,0.0,89.0,0.0,30.32,10.0,45.0,5.0,0.0,0.0,0.0,4.0
13727,0.0,10.0,0.0,30.14,26.0,40.0,0.0,58.0,30.14,30.11,10.0,35.0,18.0,0.0,0.0,3828.0,2.0
16588,1.0,13.0,0.0,29.37,55.0,55.0,0.07,100.0,29.37,29.35,0.25,55.0,11.0,0.0,0.0,7036.0,6.0
15073,1.0,4.0,0.0,30.08,40.0,41.0,0.05,96.0,30.07,30.06,6.0,41.0,21.0,1.0,0.0,5408.0,2.0
17122,0.0,5.0,0.0,30.1,24.0,37.0,0.0,59.0,30.09,30.08,10.0,32.0,13.0,0.0,0.0,7656.0,1.0
13593,0.0,17.0,0.0,29.98,29.0,35.0,0.0,78.0,29.98,29.96,10.0,33.0,6.0,0.0,0.0,3694.0,1.0
1373,0.0,0.0,0.0,0.0,-4.0,9.0,0.0,55.0,0.0,30.16,10.0,7.0,22.0,0.0,0.0,0.0,2.0
17195,0.0,5.0,0.0,30.1,24.0,37.0,0.0,59.0,30.09,30.08,10.0,32.0,13.0,0.0,0.0,7729.0,1.0
11136,0.0,8.0,0.0,29.95,23.0,39.0,0.0,53.0,29.95,29.93,10.0,33.0,21.0,0.0,0.0,1215.0,2.0
7638,0.0,0.0,0.0,0.0,3.0,27.0,0.0,35.0,0.0,30.58,10.0,21.0,6.0,0.0,0.0,0.0,3.0
3485,0.0,0.0,0.0,0.0,3.0,20.0,0.0,48.0,0.0,30.37,10.0,16.0,18.0,0.0,0.0,0.0,0.0
6292,0.0,0.0,0.0,0.0,40.0,42.0,0.0,92.0,0.0,30.14,10.0,41.0,3.0,0.0,0.0,0.0,4.0
10719,0.0,10.0,0.0,29.67,43.0,54.0,0.0,67.0,29.67,29.65,10.0,49.0,16.0,0.0,0.0,784.0,1.0
11497,0.0,22.0,0.0,30.13,18.0,33.0,0.0,54.0,30.13,30.11,10.0,28.0,7.0,0.0,0.0,1576.0,2.0
15112,0.0,14.0,0.0,29.69,28.0,46.0,0.0,50.0,29.69,29.67,10.0,39.0,22.0,0.0,0.0,5462.0,1.0
20000,0.0,14.0,0.0,30.27,39.0,43.0,0.01,86.0,30.26,30.24,10.0,41.0,10.0,1.0,0.0,10692.0,1.0
11518,0.0,12.0,0.0,30.04,24.0,36.0,0.0,62.0,30.04,30.01,10.0,32.0,14.0,0.0,0.0,1597.0,1.0
9542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17292,0.0,11.0,0.0,30.14,25.0,42.0,0.0,51.0,30.14,30.11,10.0,35.0,8.0,0.0,0.0,7826.0,1.0
15731,0.0,13.0,0.0,30.05,13.0,36.0,0.0,39.0,30.05,30.03,10.0,29.0,20.0,0.0,0.0,6144.0,1.0
19643,0.0,14.0,0.0,30.21,30.0,37.0,0.0,76.0,30.21,30.19,10.0,34.0,6.0,0.0,0.0,10321.0,2.0
16742,1.0,7.0,0.0,29.51,56.0,56.0,0.15,100.0,29.51,29.49,1.5,56.0,16.0,1.0,0.0,7217.0,3.0
3189,0.0,0.0,1.0,0.0,47.0,47.0,0.02,100.0,0.0,29.75,0.12,47.0,13.0,1.0,0.0,0.0,5.0
5384,0.0,0.0,0.0,0.0,19.0,36.0,0.0,50.0,0.0,29.98,10.0,30.0,11.0,0.0,0.0,0.0,2.0
3721,0.0,0.0,0.0,0.0,4.0,17.0,0.0,56.0,0.0,30.45,10.0,14.0,14.0,0.0,0.0,0.0,0.0
3894,0.0,0.0,0.0,0.0,9.0,18.0,0.0,68.0,0.0,30.63,10.0,16.0,14.0,0.0,0.0,0.0,3.0
49,0.0,0.0,0.0,0.0,4.0,17.0,0.0,56.0,0.0,30.35,10.0,14.0,15.0,0.0,0.0,0.0,1.0
9575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2932,0.0,0.0,0.0,0.0,39.0,40.0,0.0,97.0,0.0,30.35,10.0,40.0,3.0,0.0,0.0,0.0,1.0
18350,0.0,3.0,0.0,30.42,19.0,33.0,0.0,56.0,30.42,30.4,10.0,28.0,13.0,0.0,0.0,8954.0,1.0
11955,0.0,0.0,0.0,30.15,19.0,33.0,0.0,56.0,30.14,30.12,10.0,28.0,11.0,0.0,0.0,2034.0,1.0
5999,0.0,0.0,0.0,0.0,28.0,32.0,0.0,85.0,0.0,30.06,10.0,31.0,7.0,0.0,0.0,0.0,1.0
6051,0.0,0.0,0.0,0.0,30.0,50.0,0.0,46.0,0.0,30.12,10.0,41.0,8.0,0.0,0.0,0.0,1.0
19011,1.0,11.0,0.0,30.01,50.0,50.0,0.2,100.0,30.0,29.98,0.5,50.0,20.0,1.0,0.0,9678.0,3.0
13494,0.0,1.0,0.0,30.21,21.0,28.0,0.0,75.0,30.21,30.19,10.0,26.0,6.0,0.0,0.0,3595.0,0.0
8898,0.0,0.0,0.0,0.0,17.0,31.0,0.0,56.0,0.0,30.01,10.0,26.0,26.0,0.0,0.0,0.0,3.0
9731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1303,0.0,0.0,0.0,0.0,-8.0,13.0,0.0,38.0,0.0,30.21,10.0,9.0,20.0,0.0,0.0,0.0,1.0
19060,0.0,4.0,0.0,30.3,44.0,45.0,0.01,97.0,30.29,30.27,7.0,45.0,10.0,0.0,0.0,9737.0,4.0
13188,0.0,7.0,0.0,30.13,22.0,31.0,0.0,69.0,30.12,30.11,10.0,28.0,8.0,0.0,0.0,3288.0,1.0
5090,0.0,0.0,0.0,0.0,12.0,32.0,0.0,43.0,0.0,29.93,10.0,26.0,15.0,0.0,0.0,0.0,0.0
12519,0.0,18.0,0.0,30.53,17.0,31.0,0.0,56.0,30.52,30.5,10.0,27.0,8.0,0.0,0.0,2599.0,1.0
9437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5168,0.0,0.0,0.0,0.0,18.0,27.0,0.0,69.0,0.0,30.06,10.0,24.0,11.0,0.0,0.0,0.0,3.0
10902,0.0,10.0,0.0,29.67,43.0,54.0,0.0,67.0,29.67,29.65,10.0,49.0,16.0,0.0,0.0,978.0,1.0
14831,0.0,22.0,0.0,30.1,43.0,48.0,0.0,83.0,30.1,30.08,10.0,46.0,15.0,0.0,0.0,5065.0,1.0
5547,0.0,0.0,0.0,0.0,26.0,52.0,0.0,37.0,0.0,29.85,10.0,41.0,21.0,0.0,0.0,0.0,1.0
2487,0.0,0.0,0.0,0.0,35.0,38.0,0.0,89.0,0.0,30.42,10.0,37.0,9.0,0.0,0.0,0.0,4.0
13530,0.0,6.0,0.0,30.18,22.0,28.0,0.0,78.0,30.18,30.16,10.0,26.0,6.0,0.0,0.0,3631.0,1.0
17637,0.0,21.0,0.0,30.12,26.0,38.0,0.0,62.0,30.12,30.09,10.0,33.0,14.0,0.0,0.0,8217.0,1.0
13347,0.0,12.0,0.0,30.06,27.0,40.0,0.0,60.0,30.06,30.03,10.0,35.0,6.0,0.0,0.0,3448.0,2.0
15669,0.0,22.0,0.0,30.16,14.0,29.0,0.0,54.0,30.16,30.14,10.0,24.0,20.0,0.0,0.0,6082.0,2.0
7590,0.0,0.0,0.0,0.0,23.0,32.0,0.0,69.0,0.0,30.64,10.0,29.0,10.0,0.0,0.0,0.0,1.0
16396,0.0,4.0,0.0,30.11,33.0,34.0,0.0,97.0,30.11,30.09,10.0,34.0,0.0,0.0,0.0,6823.0,2.0
15285,0.0,21.0,0.0,29.79,26.0,42.0,0.0,53.0,29.78,29.77,10.0,36.0,23.0,0.0,0.0,5675.0,3.0
16537,0.0,20.0,0.0,29.28,53.0,54.0,0.0,97.0,29.28,29.26,10.0,53.0,23.0,0.0,0.0,6978.0,1.0
2425,0.0,0.0,0.0,0.0,19.0,29.0,0.0,66.0,0.0,30.4,10.0,26.0,6.0,0.0,0.0,0.0,1.0
19616,0.0,18.0,0.0,30.28,32.0,36.0,0.0,86.0,30.28,30.25,10.0,34.0,3.0,0.0,0.0,10294.0,1.0
15723,0.0,6.0,0.0,29.94,15.0,33.0,0.0,47.0,29.93,29.91,10.0,27.0,28.0,0.0,0.0,6136.0,1.0
10906,0.0,9.0,0.0,29.66,45.0,54.0,0.0,72.0,29.66,29.64,10.0,49.0,16.0,0.0,0.0,983.0,3.0
9406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6866,0.0,0.0,0.0,0.0,26.0,42.0,0.0,53.0,0.0,29.9,10.0,36.0,20.0,0.0,0.0,0.0,1.0
11414,0.0,12.0,0.0,30.04,24.0,36.0,0.0,62.0,30.04,30.01,10.0,32.0,14.0,0.0,0.0,1493.0,1.0
8821,1.0,0.0,0.0,0.0,28.0,30.0,0.01,92.0,0.0,29.96,1.5,29.0,13.0,0.0,1.0,0.0,1.0
14107,0.0,12.0,0.0,30.4,35.0,37.0,0.01,93.0,30.4,30.37,9.0,36.0,11.0,1.0,0.0,4239.0,3.0
2958,0.0,0.0,0.0,0.0,43.0,47.0,0.0,86.0,0.0,30.32,10.0,45.0,5.0,0.0,0.0,0.0,3.0
14745,1.0,2.0,0.0,30.23,48.0,48.0,0.03,100.0,30.23,30.21,3.0,48.0,3.0,1.0,0.0,4972.0,2.0
6357,0.0,0.0,0.0,0.0,42.0,43.0,0.0,97.0,0.0,30.12,9.0,43.0,9.0,0.0,0.0,0.0,1.0
5527,0.0,0.0,0.0,0.0,26.0,50.0,0.0,39.0,0.0,29.85,10.0,40.0,18.0,0.0,0.0,0.0,3.0
6335,0.0,0.0,0.0,0.0,40.0,42.0,0.0,92.0,0.0,30.14,9.0,41.0,6.0,1.0,0.0,0.0,4.0
8508,0.0,0.0,0.0,0.0,29.0,38.0,0.0,70.0,0.0,30.01,10.0,34.0,21.0,0.0,0.0,0.0,1.0
13236,0.0,6.0,0.0,30.12,21.0,28.0,0.0,75.0,30.12,30.09,10.0,26.0,8.0,0.0,0.0,3337.0,1.0
15626,0.0,23.0,0.0,30.15,15.0,28.0,0.0,58.0,30.15,30.12,10.0,24.0,14.0,0.0,0.0,6039.0,2.0
4449,0.0,0.0,0.0,0.0,30.0,34.0,0.0,85.0,0.0,30.35,10.0,32.0,6.0,0.0,0.0,0.0,1.0
14322,0.0,13.0,0.0,30.39,45.0,50.0,0.0,83.0,30.39,30.37,10.0,48.0,10.0,0.0,0.0,4513.0,3.0
14770,0.0,4.0,0.0,30.18,48.0,48.0,0.02,100.0,30.17,30.16,1.0,48.0,7.0,1.0,0.0,4998.0,1.0
16234,0.0,6.0,0.0,30.14,33.0,33.0,0.0,100.0,30.14,30.11,10.0,33.0,0.0,0.0,0.0,6652.0,1.0
13235,0.0,5.0,0.0,30.11,20.0,29.0,0.0,69.0,30.11,30.09,10.0,26.0,8.0,0.0,0.0,3336.0,1.0
5468,0.0,0.0,0.0,0.0,16.0,35.0,0.0,46.0,0.0,29.98,10.0,29.0,15.0,0.0,0.0,0.0,2.0
3463,0.0,0.0,0.0,0.0,18.0,31.0,0.0,59.0,0.0,29.83,10.0,27.0,25.0,0.0,0.0,0.0,1.0
19569,0.0,13.0,0.0,30.2,28.0,37.0,0.0,70.0,30.2,30.17,10.0,34.0,3.0,0.0,0.0,10247.0,1.0
10113,0.0,9.0,0.0,30.23,35.0,43.0,0.0,74.0,30.23,30.21,10.0,40.0,9.0,0.0,0.0,70.0,1.0
10089,0.0,1.0,0.0,30.14,36.0,40.0,0.0,86.0,30.13,30.11,10.0,38.0,7.0,0.0,0.0,43.0,1.0
1722,0.0,0.0,0.0,0.0,2.0,16.0,0.0,54.0,0.0,30.47,10.0,13.0,14.0,0.0,0.0,0.0,3.0
4279,0.0,0.0,0.0,0.0,29.0,36.0,0.0,76.0,0.0,30.42,10.0,33.0,8.0,0.0,0.0,0.0,1.0
13720,0.0,11.0,0.0,30.14,25.0,40.0,0.0,55.0,30.14,30.11,10.0,34.0,14.0,0.0,0.0,3821.0,2.0
3595,0.0,0.0,0.0,0.0,3.0,18.0,0.0,52.0,0.0,30.42,10.0,15.0,20.0,0.0,0.0,0.0,0.0
7476,0.0,0.0,0.0,0.0,14.0,34.0,0.0,44.0,0.0,30.63,10.0,28.0,7.0,0.0,0.0,0.0,1.0
6084,0.0,0.0,0.0,0.0,42.0,42.0,0.0,100.0,0.0,30.11,8.0,42.0,8.0,0.0,0.0,0.0,2.0
18434,0.0,23.0,0.0,30.44,37.0,43.0,0.0,80.0,30.44,30.42,10.0,40.0,15.0,0.0,0.0,9038.0,3.0
19550,0.0,21.0,0.0,30.29,32.0,34.0,0.0,92.0,30.29,30.27,10.0,33.0,5.0,0.0,0.0,10228.0,1.0
18493,0.0,2.0,0.0,30.53,32.0,41.0,0.0,70.0,30.52,30.5,10.0,37.0,8.0,0.0,0.0,9097.0,1.0
12589,0.0,7.0,0.0,30.51,14.0,27.0,0.0,58.0,30.51,30.48,10.0,23.0,8.0,0.0,0.0,2669.0,1.0
3585,0.0,0.0,0.0,0.0,-3.0,22.0,0.0,33.0,0.0,30.61,10.0,17.0,15.0,0.0,0.0,0.0,1.0
10342,1.0,18.0,0.0,29.62,53.0,53.0,0.0,100.0,29.62,29.59,3.0,53.0,5.0,0.0,0.0,331.0,3.0
14228,0.0,17.0,0.0,30.45,39.0,40.0,0.0,97.0,30.45,30.42,10.0,40.0,9.0,0.0,0.0,4397.0,1.0
11118,0.0,21.0,0.0,30.1,16.0,32.0,0.0,52.0,30.09,30.08,10.0,27.0,10.0,0.0,0.0,1197.0,0.0
8645,0.0,0.0,0.0,0.0,29.0,38.0,0.0,70.0,0.0,30.01,10.0,34.0,21.0,0.0,0.0,0.0,1.0
3511,0.0,0.0,1.0,0.0,45.0,45.0,0.0,100.0,0.0,29.39,0.12,45.0,24.0,0.0,0.0,0.0,5.0
14217,0.0,13.0,0.0,30.41,36.0,38.0,0.01,93.0,30.41,30.38,10.0,37.0,6.0,0.0,0.0,4383.0,1.0
12554,0.0,2.0,0.0,30.48,12.0,26.0,0.0,55.0,30.48,30.45,10.0,22.0,11.0,0.0,0.0,2634.0,0.0
4391,0.0,0.0,0.0,0.0,32.0,39.0,0.0,76.0,0.0,30.42,10.0,36.0,8.0,0.0,0.0,0.0,1.0
12876,0.0,9.0,0.0,30.48,18.0,32.0,0.0,56.0,30.47,30.45,10.0,27.0,0.0,0.0,0.0,2971.0,1.0
18346,0.0,15.0,0.0,30.46,25.0,43.0,0.0,49.0,30.46,30.43,10.0,36.0,10.0,0.0,0.0,8950.0,2.0
608,0.0,0.0,0.0,0.0,6.0,20.0,0.0,55.0,0.0,30.34,10.0,17.0,17.0,0.0,0.0,0.0,2.0
8889,0.0,0.0,0.0,0.0,12.0,24.0,0.0,60.0,0.0,30.14,10.0,21.0,21.0,0.0,0.0,0.0,1.0
8722,0.0,0.0,0.0,0.0,11.0,26.0,0.0,53.0,0.0,30.11,10.0,22.0,22.0,0.0,0.0,0.0,1.0
8778,1.0,0.0,0.0,0.0,28.0,30.0,0.01,92.0,0.0,29.96,2.5,29.0,9.0,0.0,1.0,0.0,2.0
14590,0.0,5.0,0.0,30.46,40.0,43.0,0.0,89.0,30.46,30.43,10.0,42.0,9.0,0.0,0.0,4812.0,1.0
2144,0.0,0.0,0.0,0.0,24.0,28.0,0.0,85.0,0.0,30.06,10.0,27.0,14.0,0.0,0.0,0.0,2.0
19999,0.0,11.0,0.0,30.32,37.0,45.0,0.0,74.0,30.32,30.29,10.0,41.0,13.0,0.0,0.0,10691.0,3.0
14931,1.0,12.0,0.0,29.87,41.0,42.0,0.02,96.0,29.86,29.85,2.0,42.0,17.0,1.0,0.0,5182.0,4.0
2609,0.0,0.0,0.0,0.0,37.0,39.0,0.0,93.0,0.0,30.4,10.0,38.0,5.0,0.0,0.0,0.0,3.0
15698,0.0,22.0,0.0,30.16,14.0,29.0,0.0,54.0,30.16,30.14,10.0,24.0,20.0,0.0,0.0,6111.0,2.0
19242,0.0,18.0,0.0,30.16,29.0,44.0,0.0,55.0,30.15,30.14,10.0,38.0,14.0,0.0,0.0,9920.0,1.0
16536,1.0,3.0,0.0,29.58,54.0,54.0,0.16,100.0,29.58,29.56,5.0,54.0,26.0,1.0,0.0,6977.0,4.0
14645,1.0,1.0,0.0,30.23,49.0,49.0,0.03,100.0,30.23,30.21,3.0,49.0,3.0,1.0,0.0,4869.0,2.0
3682,0.0,0.0,0.0,0.0,2.0,18.0,0.0,49.0,0.0,30.64,10.0,14.0,15.0,0.0,0.0,0.0,1.0
10062,0.0,1.0,0.0,30.14,36.0,40.0,0.0,86.0,30.13,30.11,10.0,38.0,7.0,0.0,0.0,13.0,1.0
953,0.0,0.0,0.0,0.0,3.0,17.0,0.0,54.0,0.0,30.35,10.0,14.0,10.0,0.0,0.0,0.0,1.0
17853,0.0,9.0,0.0,30.3,24.0,39.0,0.0,55.0,30.3,30.27,10.0,33.0,20.0,0.0,0.0,8457.0,2.0
14954,1.0,17.0,0.0,29.81,40.0,41.0,0.07,96.0,29.8,29.78,3.0,41.0,16.0,1.0,0.0,5216.0,1.0
15616,0.0,11.0,0.0,30.04,14.0,35.0,0.0,42.0,30.04,30.01,10.0,28.0,21.0,0.0,0.0,6029.0,1.0
7908,0.0,0.0,0.0,0.0,35.0,45.0,0.0,68.0,0.0,30.42,10.0,41.0,8.0,0.0,0.0,0.0,1.0
10414,1.0,8.0,0.0,29.8,51.0,51.0,0.13,100.0,29.8,29.78,1.0,51.0,6.0,1.0,0.0,428.0,4.0
19467,0.0,0.0,0.0,30.17,26.0,38.0,0.0,62.0,30.17,30.14,10.0,33.0,18.0,0.0,0.0,10145.0,1.0
2540,0.0,0.0,0.0,0.0,37.0,39.0,0.0,93.0,0.0,30.4,10.0,38.0,5.0,0.0,0.0,0.0,3.0
5513,0.0,0.0,0.0,0.0,27.0,43.0,0.0,53.0,0.0,29.91,10.0,37.0,9.0,0.0,0.0,0.0,3.0
1270,0.0,0.0,0.0,0.0,-9.0,9.0,0.0,43.0,0.0,30.11,10.0,6.0,17.0,0.0,0.0,0.0,1.0
19275,0.0,13.0,0.0,30.04,32.0,49.0,0.0,52.0,30.03,30.01,10.0,42.0,24.0,0.0,0.0,9953.0,3.0
9048,0.0,0.0,0.0,0.0,6.0,21.0,0.0,52.0,0.0,30.3,10.0,17.0,9.0,0.0,0.0,0.0,1.0
1691,0.0,0.0,0.0,0.0,-7.0,5.0,0.0,57.0,0.0,30.56,10.0,3.0,11.0,0.0,0.0,0.0,1.0
14982,1.0,4.0,0.0,30.08,40.0,41.0,0.05,96.0,30.07,30.06,6.0,41.0,21.0,1.0,0.0,5255.0,2.0
17416,0.0,23.0,0.0,30.1,33.0,38.0,0.01,83.0,30.1,30.08,10.0,36.0,6.0,1.0,0.0,7950.0,4.0
11082,0.0,10.0,0.0,29.96,23.0,40.0,0.0,51.0,29.96,29.93,10.0,34.0,21.0,0.0,0.0,1161.0,2.0
2727,0.0,0.0,0.0,0.0,42.0,42.0,0.0,100.0,0.0,30.3,9.0,42.0,5.0,0.0,0.0,0.0,1.0
16815,0.0,1.0,0.0,29.23,49.0,49.0,0.0,100.0,29.23,29.21,7.0,49.0,17.0,0.0,0.0,7304.0,1.0
6202,0.0,0.0,0.0,0.0,42.0,48.0,0.0,80.0,0.0,30.11,9.0,45.0,8.0,0.0,0.0,0.0,1.0
9985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7451,0.0,0.0,0.0,0.0,17.0,34.0,0.0,50.0,0.0,30.63,10.0,28.0,9.0,0.0,0.0,0.0,1.0
9192,0.0,0.0,0.0,0.0,9.0,22.0,0.0,57.0,0.0,30.16,10.0,19.0,16.0,0.0,0.0,0.0,0.0
14654,1.0,2.0,0.0,30.23,48.0,48.0,0.03,100.0,30.23,30.21,3.0,48.0,3.0,1.0,0.0,4878.0,2.0
4641,1.0,0.0,0.0,0.0,36.0,36.0,0.01,100.0,0.0,30.24,4.0,36.0,5.0,1.0,0.0,0.0,4.0
18504,0.0,11.0,0.0,30.6,28.0,42.0,0.0,58.0,30.6,30.58,10.0,36.0,0.0,0.0,0.0,9108.0,2.0
16606,1.0,6.0,0.0,29.48,56.0,56.0,0.06,100.0,29.48,29.46,1.0,56.0,31.0,1.0,0.0,7057.0,4.0
483,0.0,0.0,0.0,0.0,4.0,20.0,0.0,50.0,0.0,30.42,10.0,16.0,15.0,0.0,0.0,0.0,1.0
3015,0.0,0.0,0.0,0.0,43.0,47.0,0.0,86.0,0.0,30.32,10.0,45.0,5.0,0.0,0.0,0.0,3.0
13546,0.0,15.0,0.0,29.99,29.0,37.0,0.0,73.0,29.99,29.96,10.0,34.0,3.0,0.0,0.0,3647.0,1.0
18647,0.0,11.0,0.0,30.6,28.0,42.0,0.0,58.0,30.6,30.58,10.0,36.0,0.0,0.0,0.0,9251.0,2.0
