,BR,DEP_TIME,FG,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindSpeed,RA,SN,Unnamed: 0,sky
12850,0.0,15.0,0.0,30.32,24.0,34.0,0.0,67.0,30.32,30.29,10.0,30.0,5.0,0.0,0.0,2942.0,1.0
14070,0.0,1.0,0.0,30.33,24.0,33.0,0.0,70.0,30.32,30.3,10.0,30.0,10.0,0.0,0.0,4192.0,2.0
1878,0.0,0.0,0.0,0.0,9.0,19.0,0.0,65.0,0.0,30.32,10.0,16.0,15.0,0.0,0.0,0.0,4.0
19568,0.0,18.0,0.0,30.28,32.0,36.0,0.0,86.0,30.28,30.25,10.0,34.0,3.0,0.0,0.0,10246.0,1.0
2729,0.0,0.0,0.0,0.0,44.0,44.0,0.0,100.0,0.0,30.21,10.0,44.0,5.0,0.0,0.0,0.0,1.0
13231,0.0,6.0,0.0,30.12,21.0,28.0,0.0,75.0,30.12,30.09,10.0,26.0,8.0,0.0,0.0,3332.0,1.0
6850,0.0,0.0,0.0,0.0,20.0,41.0,0.0,43.0,0.0,29.96,10.0,33.0,20.0,0.0,0.0,0.0,2.0
414,0.0,0.0,0.0,0.0,3.0,15.0,0.0,59.0,0.0,30.35,10.0,12.0,16.0,0.0,0.0,0.0,1.0
7887,0.0,0.0,0.0,0.0,40.0,44.0,0.0,85.0,0.0,30.29,10.0,42.0,15.0,0.0,0.0,0.0,4.0
6386,0.0,0.0,0.0,0.0,39.0,43.0,0.0,86.0,0.0,30.17,10.0,41.0,0.0,0.0,0.0,0.0,1.0
20032,0.0,0.0,0.0,30.31,31.0,32.0,0.0,96.0,30.31,30.29,10.0,32.0,0.0,0.0,0.0,10725.0,3.0
16564,1.0,8.0,0.0,29.51,54.0,54.0,0.3,100.0,29.51,29.49,1.0,54.0,15.0,1.0,0.0,7006.0,3.0
15987,0.0,3.0,0.0,30.17,15.0,26.0,0.0,63.0,30.17,30.14,10.0,23.0,9.0,0.0,0.0,6400.0,1.0
6333,0.0,0.0,0.0,0.0,42.0,51.0,0.0,71.0,0.0,30.11,9.0,47.0,7.0,0.0,0.0,0.0,1.0
9248,0.0,0.0,0.0,0.0,6.0,23.0,0.0,48.0,0.0,30.27,10.0,19.0,8.0,0.0,0.0,0.0,1.0
3705,0.0,0.0,0.0,0.0,-3.0,24.0,0.0,30.0,0.0,30.58,10.0,18.0,16.0,0.0,0.0,0.0,1.0
6635,0.0,0.0,1.0,0.0,45.0,45.0,0.01,100.0,0.0,29.74,0.12,45.0,14.0,1.0,0.0,0.0,5.0
12731,0.0,5.0,0.0,30.51,18.0,28.0,0.0,66.0,30.51,30.48,10.0,25.0,0.0,0.0,0.0,2814.0,3.0
11914,0.0,8.0,0.0,30.24,24.0,34.0,0.0,67.0,30.24,30.22,10.0,30.0,15.0,0.0,0.0,1993.0,1.0
14617,0.0,4.0,0.0,30.18,48.0,48.0,0.02,100.0,30.17,30.16,1.0,48.0,7.0,1.0,0.0,4839.0,1.0
10352,1.0,15.0,0.0,29.64,53.0,53.0,0.01,100.0,29.64,29.62,0.25,53.0,7.0,0.0,0.0,343.0,4.0
3495,0.0,0.0,0.0,0.0,18.0,31.0,0.0,59.0,0.0,29.83,10.0,27.0,25.0,0.0,0.0,0.0,1.0
15764,0.0,3.0,0.0,30.17,15.0,26.0,0.0,63.0,30.17,30.14,10.0,23.0,9.0,0.0,0.0,6177.0,1.0
12551,0.0,0.0,0.0,30.46,11.0,27.0,0.0,51.0,30.45,30.43,10.0,22.0,13.0,0.0,0.0,2631.0,0.0
12513,0.0,7.0,0.0,30.51,14.0,27.0,0.0,58.0,30.51,30.48,10.0,23.0,8.0,0.0,0.0,2593.0,1.0
18603,0.0,13.0,0.0,30.59,31.0,42.0,0.0,65.0,30.59,30.56,10.0,38.0,8.0,0.0,0.0,9207.0,1.0
1485,0.0,0.0,0.0,0.0,-1.0,14.0,0.0,51.0,0.0,30.55,10.0,11.0,10.0,0.0,0.0,0.0,1.0
17031,0.0,15.0,0.0,29.74,30.0,44.0,0.0,58.0,29.74,29.72,10.0,38.0,25.0,0.0,0.0,7555.0,3.0
7652,0.0,0.0,0.0,0.0,2.0,28.0,0.0,32.0,0.0,30.6,10.0,21.0,6.0,0.0,0.0,0.0,3.0
11466,0.0,4.0,0.0,30.1,17.0,28.0,0.0,63.0,30.09,30.08,10.0,25.0,3.0,0.0,0.0,1545.0,1.0
13993,0.0,11.0,0.0,30.41,32.0,36.0,0.01,86.0,30.41,30.38,10.0,34.0,9.0,1.0,0.0,4094.0,3.0
14225,0.0,2.0,0.0,30.34,22.0,33.0,0.0,64.0,30.33,30.32,10.0,29.0,14.0,0.0,0.0,4393.0,3.0
10664,0.0,20.0,0.0,29.73,36.0,48.0,0.0,63.0,29.73,29.7,10.0,43.0,18.0,0.0,0.0,719.0,1.0
5134,0.0,0.0,0.0,0.0,19.0,34.0,0.0,54.0,0.0,29.98,10.0,29.0,9.0,0.0,0.0,0.0,2.0
23,0.0,0.0,0.0,0.0,-2.0,17.0,0.0,43.0,0.0,30.35,10.0,13.0,14.0,0.0,0.0,0.0,1.0
10577,1.0,4.0,0.0,29.93,47.0,47.0,0.13,100.0,29.93,29.91,2.5,47.0,10.0,1.0,0.0,627.0,3.0
12223,0.0,21.0,0.0,30.45,10.0,29.0,0.0,45.0,30.45,30.42,10.0,24.0,15.0,0.0,0.0,2303.0,0.0
17831,0.0,11.0,0.0,30.26,23.0,41.0,0.0,49.0,30.25,30.24,10.0,34.0,15.0,0.0,0.0,8435.0,2.0
2036,0.0,0.0,0.0,0.0,22.0,37.0,0.0,54.0,0.0,30.27,10.0,32.0,13.0,0.0,0.0,0.0,2.0
3065,1.0,0.0,0.0,0.0,50.0,50.0,0.01,100.0,0.0,30.0,0.25,50.0,16.0,0.0,0.0,0.0,3.0
9770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6109,0.0,0.0,0.0,0.0,42.0,43.0,0.0,97.0,0.0,30.12,9.0,43.0,9.0,0.0,0.0,0.0,1.0
14152,0.0,4.0,0.0,30.35,19.0,32.0,0.0,59.0,30.35,30.32,10.0,28.0,10.0,0.0,0.0,4300.0,2.0
7098,0.0,0.0,0.0,0.0,0.0,34.0,0.0,23.0,0.0,30.42,10.0,25.0,20.0,0.0,0.0,0.0,0.0
6375,0.0,0.0,0.0,0.0,41.0,49.0,0.0,74.0,0.0,30.16,8.0,45.0,3.0,0.0,0.0,0.0,2.0
7871,0.0,0.0,0.0,0.0,32.0,41.0,0.0,70.0,0.0,30.48,10.0,37.0,10.0,0.0,0.0,0.0,2.0
675,0.0,0.0,0.0,0.0,12.0,25.0,0.0,58.0,0.0,30.12,10.0,21.0,6.0,0.0,0.0,0.0,2.0
17690,0.0,14.0,0.0,30.04,28.0,43.0,0.0,56.0,30.04,30.01,10.0,37.0,14.0,0.0,0.0,8288.0,1.0
4075,0.0,0.0,0.0,0.0,9.0,18.0,0.0,68.0,0.0,30.63,10.0,16.0,14.0,0.0,0.0,0.0,3.0
9380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6676,0.0,0.0,0.0,0.0,52.0,53.0,0.01,96.0,0.0,29.52,10.0,52.0,6.0,0.0,0.0,0.0,1.0
10437,1.0,15.0,0.0,29.64,53.0,53.0,0.01,100.0,29.64,29.62,0.25,53.0,7.0,0.0,0.0,455.0,4.0
15221,0.0,6.0,0.0,29.77,36.0,40.0,0.0,86.0,29.77,29.75,10.0,38.0,15.0,0.0,0.0,5600.0,3.0
7636,0.0,0.0,0.0,0.0,15.0,34.0,0.0,46.0,0.0,30.64,10.0,28.0,9.0,0.0,0.0,0.0,0.0
17056,1.0,2.0,0.0,29.24,49.0,49.0,0.02,100.0,29.23,29.22,5.0,49.0,9.0,1.0,0.0,7580.0,4.0
573,0.0,0.0,0.0,0.0,8.0,25.0,0.0,48.0,0.0,30.32,10.0,20.0,16.0,0.0,0.0,0.0,1.0
8760,0.0,0.0,0.0,0.0,27.0,34.0,0.0,75.0,0.0,29.93,10.0,31.0,6.0,0.0,0.0,0.0,3.0
6993,0.0,0.0,0.0,0.0,14.0,31.0,0.0,49.0,0.0,30.11,10.0,26.0,21.0,0.0,0.0,0.0,1.0
5396,0.0,0.0,0.0,0.0,16.0,23.0,0.0,74.0,0.0,30.06,10.0,21.0,6.0,0.0,0.0,0.0,2.0
14499,0.0,13.0,0.0,30.39,45.0,50.0,0.0,83.0,30.39,30.37,10.0,48.0,10.0,0.0,0.0,4709.0,3.0
8815,0.0,0.0,0.0,0.0,26.0,31.0,0.0,82.0,0.0,29.96,9.0,29.0,10.0,0.0,1.0,0.0,3.0
5679,0.0,0.0,0.0,0.0,26.0,47.0,0.0,44.0,0.0,29.9,10.0,39.0,18.0,0.0,0.0,0.0,3.0
68,0.0,0.0,0.0,0.0,-2.0,12.0,0.0,53.0,0.0,30.37,10.0,9.0,21.0,0.0,0.0,0.0,1.0
10107,0.0,3.0,0.0,30.14,34.0,37.0,0.0,89.0,30.14,30.11,10.0,36.0,5.0,0.0,0.0,64.0,1.0
14440,0.0,9.0,0.0,30.5,42.0,46.0,0.0,86.0,30.5,30.47,10.0,44.0,8.0,0.0,0.0,4640.0,3.0
4746,1.0,0.0,0.0,0.0,36.0,36.0,0.0,100.0,0.0,30.22,1.0,36.0,9.0,1.0,0.0,0.0,4.0
9059,0.0,0.0,0.0,0.0,6.0,18.0,0.0,59.0,0.0,30.29,10.0,15.0,15.0,0.0,0.0,0.0,1.0
15058,1.0,13.0,0.0,29.84,41.0,42.0,0.26,96.0,29.84,29.82,2.0,42.0,20.0,1.0,0.0,5384.0,1.0
10845,0.0,11.0,0.0,29.65,41.0,55.0,0.0,59.0,29.65,29.62,10.0,48.0,22.0,0.0,0.0,916.0,1.0
5691,0.0,0.0,0.0,0.0,24.0,31.0,0.0,76.0,0.0,29.91,10.0,29.0,8.0,0.0,0.0,0.0,1.0
8948,0.0,0.0,0.0,0.0,11.0,25.0,0.0,55.0,0.0,30.14,10.0,21.0,21.0,0.0,0.0,0.0,1.0
13402,0.0,4.0,0.0,30.18,21.0,28.0,0.0,75.0,30.18,30.16,10.0,26.0,5.0,0.0,0.0,3503.0,0.0
10172,0.0,22.0,0.0,30.13,41.0,42.0,0.0,96.0,30.12,30.11,10.0,42.0,8.0,0.0,0.0,134.0,4.0
11488,0.0,13.0,0.0,30.03,23.0,36.0,0.0,59.0,30.02,30.01,10.0,31.0,14.0,0.0,0.0,1567.0,1.0
4341,0.0,0.0,0.0,0.0,18.0,23.0,0.0,81.0,0.0,30.48,10.0,21.0,7.0,0.0,0.0,0.0,4.0
3017,0.0,0.0,0.0,0.0,44.0,44.0,0.0,100.0,0.0,30.17,8.0,44.0,0.0,0.0,0.0,0.0,1.0
16982,0.0,4.0,0.0,29.24,48.0,48.0,0.0,100.0,29.23,29.22,7.0,48.0,11.0,0.0,0.0,7495.0,3.0
13723,0.0,17.0,0.0,30.21,23.0,37.0,0.0,57.0,30.21,30.19,10.0,32.0,13.0,0.0,0.0,3824.0,1.0
12320,0.0,14.0,0.0,30.33,14.0,39.0,0.0,36.0,30.33,30.3,10.0,31.0,18.0,0.0,0.0,2400.0,1.0
7980,0.0,0.0,0.0,0.0,30.0,45.0,0.0,56.0,0.0,30.47,10.0,39.0,9.0,0.0,0.0,0.0,3.0
10461,1.0,15.0,0.0,29.64,53.0,53.0,0.01,100.0,29.64,29.62,0.25,53.0,7.0,0.0,0.0,489.0,4.0
9213,0.0,0.0,0.0,0.0,10.0,29.0,0.0,45.0,0.0,30.16,10.0,24.0,11.0,0.0,0.0,0.0,1.0
18157,0.0,1.0,0.0,30.41,20.0,33.0,0.0,58.0,30.4,30.38,10.0,29.0,13.0,0.0,0.0,8761.0,1.0
19086,0.0,12.0,0.0,30.0,34.0,51.0,0.0,52.0,30.0,29.98,10.0,43.0,20.0,0.0,0.0,9764.0,3.0
5837,0.0,0.0,0.0,0.0,28.0,33.0,0.0,82.0,0.0,30.12,10.0,31.0,8.0,0.0,0.0,0.0,1.0
18150,0.0,3.0,0.0,30.42,19.0,33.0,0.0,56.0,30.42,30.4,10.0,28.0,13.0,0.0,0.0,8754.0,1.0
13786,0.0,9.0,0.0,30.15,25.0,39.0,0.0,57.0,30.14,30.12,10.0,34.0,16.0,0.0,0.0,3887.0,1.0
5044,0.0,0.0,0.0,0.0,13.0,29.0,0.0,51.0,0.0,30.03,10.0,24.0,14.0,0.0,0.0,0.0,0.0
9014,0.0,0.0,0.0,0.0,7.0,25.0,0.0,46.0,0.0,30.27,10.0,20.0,7.0,0.0,0.0,0.0,1.0
3838,0.0,0.0,0.0,0.0,7.0,17.0,0.0,64.0,0.0,30.64,10.0,15.0,14.0,0.0,0.0,0.0,2.0
6351,0.0,0.0,0.0,0.0,38.0,44.0,0.0,79.0,0.0,30.14,10.0,41.0,6.0,0.0,0.0,0.0,4.0
9734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17244,0.0,11.0,0.0,30.14,25.0,42.0,0.0,51.0,30.14,30.11,10.0,35.0,8.0,0.0,0.0,7778.0,1.0
16809,0.0,19.0,0.0,29.88,28.0,42.0,0.0,58.0,29.88,29.85,10.0,36.0,21.0,0.0,0.0,7298.0,3.0
17897,0.0,8.0,0.0,30.29,25.0,37.0,0.0,62.0,30.29,30.27,10.0,33.0,10.0,0.0,0.0,8501.0,1.0
14498,0.0,1.0,0.0,30.48,41.0,43.0,0.0,93.0,30.47,30.45,10.0,42.0,9.0,0.0,0.0,4707.0,3.0
14819,1.0,8.0,0.0,30.18,49.0,49.0,0.0,100.0,30.18,30.16,4.0,49.0,6.0,0.0,0.0,5051.0,3.0
15908,0.0,5.0,0.0,30.18,17.0,26.0,0.0,69.0,30.18,30.16,10.0,23.0,6.0,0.0,0.0,6321.0,0.0
10881,0.0,18.0,0.0,29.74,36.0,49.0,0.0,61.0,29.74,29.72,10.0,43.0,15.0,0.0,0.0,954.0,2.0
15331,0.0,15.0,0.0,29.7,27.0,45.0,0.0,49.0,29.7,29.67,10.0,38.0,29.0,0.0,0.0,5729.0,3.0
12877,0.0,13.0,0.0,30.36,22.0,35.0,0.0,59.0,30.35,30.34,10.0,30.0,0.0,0.0,0.0,2972.0,1.0
9102,0.0,0.0,0.0,0.0,21.0,31.0,0.0,67.0,0.0,30.08,10.0,28.0,18.0,0.0,0.0,0.0,4.0
19013,1.0,10.0,0.0,30.09,51.0,51.0,0.1,100.0,30.09,30.06,0.5,51.0,21.0,1.0,0.0,9684.0,4.0
2984,0.0,0.0,0.0,0.0,37.0,39.0,0.0,93.0,0.0,30.37,10.0,38.0,0.0,0.0,0.0,0.0,2.0
3279,0.0,0.0,0.0,0.0,13.0,27.0,0.0,55.0,0.0,30.14,10.0,23.0,18.0,0.0,0.0,0.0,1.0
2815,0.0,0.0,0.0,0.0,37.0,39.0,0.0,93.0,0.0,30.37,10.0,38.0,5.0,0.0,0.0,0.0,3.0
2649,0.0,0.0,0.0,0.0,27.0,37.0,0.0,67.0,0.0,30.43,10.0,33.0,8.0,0.0,0.0,0.0,1.0
4923,0.0,0.0,0.0,0.0,9.0,27.0,0.0,46.0,0.0,30.06,10.0,22.0,8.0,0.0,0.0,0.0,1.0
12384,0.0,13.0,0.0,30.45,17.0,37.0,0.0,44.0,30.45,30.42,10.0,30.0,16.0,0.0,0.0,2464.0,2.0
2347,0.0,0.0,0.0,0.0,28.0,34.0,0.0,79.0,0.0,30.43,10.0,32.0,6.0,0.0,0.0,0.0,1.0
17232,0.0,11.0,0.0,30.14,25.0,42.0,0.0,51.0,30.14,30.11,10.0,35.0,8.0,0.0,0.0,7766.0,1.0
7790,0.0,0.0,0.0,0.0,40.0,44.0,0.0,85.0,0.0,30.29,10.0,42.0,14.0,0.0,0.0,0.0,4.0
3822,0.0,0.0,0.0,0.0,7.0,17.0,0.0,64.0,0.0,30.64,10.0,15.0,11.0,0.0,0.0,0.0,3.0
14078,0.0,11.0,0.0,30.41,32.0,36.0,0.01,86.0,30.41,30.38,10.0,34.0,9.0,1.0,0.0,4202.0,3.0
9767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,-3.0,10.0,0.0,55.0,0.0,30.37,10.0,8.0,24.0,0.0,0.0,0.0,1.0
6991,0.0,0.0,0.0,0.0,14.0,31.0,0.0,49.0,0.0,30.11,10.0,26.0,21.0,0.0,0.0,0.0,1.0
4250,0.0,0.0,0.0,0.0,30.0,37.0,0.0,76.0,0.0,30.42,10.0,34.0,6.0,0.0,0.0,0.0,1.0
7550,0.0,0.0,0.0,0.0,17.0,34.0,0.0,50.0,0.0,30.63,10.0,28.0,9.0,0.0,0.0,0.0,1.0
8422,0.0,0.0,0.0,0.0,37.0,43.0,0.0,80.0,0.0,30.22,10.0,40.0,10.0,0.0,0.0,0.0,2.0
16037,0.0,8.0,0.0,30.2,19.0,31.0,0.0,61.0,30.19,30.17,10.0,27.0,5.0,0.0,0.0,6450.0,2.0
16798,0.0,23.0,0.0,29.22,51.0,52.0,0.0,97.0,29.21,29.2,8.0,51.0,15.0,0.0,0.0,7287.0,1.0
3853,0.0,0.0,0.0,0.0,17.0,24.0,0.0,75.0,0.0,30.53,10.0,22.0,6.0,0.0,0.0,0.0,1.0
5813,0.0,0.0,0.0,0.0,35.0,42.0,0.0,76.0,0.0,30.17,10.0,39.0,3.0,0.0,0.0,0.0,4.0
19688,0.0,2.0,0.0,30.21,25.0,35.0,0.0,67.0,30.21,30.19,10.0,31.0,5.0,0.0,0.0,10366.0,1.0
1758,0.0,0.0,0.0,0.0,17.0,29.0,0.0,61.0,0.0,30.09,10.0,25.0,13.0,0.0,0.0,0.0,3.0
13072,0.0,3.0,0.0,30.1,19.0,28.0,0.0,69.0,30.09,30.08,10.0,25.0,9.0,0.0,0.0,3170.0,1.0
7644,0.0,0.0,0.0,0.0,7.0,32.0,0.0,35.0,0.0,30.73,10.0,25.0,7.0,0.0,0.0,0.0,0.0
3680,0.0,0.0,0.0,0.0,-3.0,24.0,0.0,30.0,0.0,30.58,10.0,18.0,16.0,0.0,0.0,0.0,1.0
17585,0.0,19.0,0.0,30.1,26.0,39.0,0.0,60.0,30.1,30.08,10.0,34.0,16.0,0.0,0.0,8152.0,3.0
18064,0.0,1.0,0.0,30.41,20.0,33.0,0.0,58.0,30.4,30.38,10.0,29.0,13.0,0.0,0.0,8668.0,1.0
3598,0.0,0.0,0.0,0.0,5.0,17.0,0.0,59.0,0.0,30.66,10.0,14.0,13.0,0.0,0.0,0.0,1.0
15882,0.0,12.0,0.0,30.14,23.0,38.0,0.0,55.0,30.14,30.11,10.0,33.0,10.0,0.0,0.0,6295.0,3.0
7410,0.0,0.0,0.0,0.0,0.0,26.0,0.0,32.0,0.0,30.6,10.0,20.0,8.0,0.0,0.0,0.0,1.0
20026,0.0,6.0,0.0,30.37,32.0,33.0,0.0,96.0,30.37,30.35,10.0,33.0,3.0,0.0,0.0,10719.0,2.0
9000,0.0,0.0,0.0,0.0,6.0,23.0,0.0,48.0,0.0,30.27,10.0,19.0,8.0,0.0,0.0,0.0,1.0
6278,0.0,0.0,0.0,0.0,39.0,41.0,0.0,93.0,0.0,30.16,10.0,40.0,3.0,0.0,0.0,0.0,1.0
13932,0.0,8.0,0.0,30.13,24.0,37.0,0.0,59.0,30.12,30.11,10.0,32.0,14.0,0.0,0.0,4033.0,1.0
19526,0.0,15.0,0.0,30.24,30.0,37.0,0.0,76.0,30.24,30.22,10.0,34.0,5.0,0.0,0.0,10204.0,1.0
6319,0.0,0.0,0.0,0.0,40.0,42.0,0.0,92.0,0.0,30.14,9.0,41.0,6.0,1.0,0.0,0.0,4.0
14612,1.0,5.0,0.0,30.18,49.0,49.0,0.01,100.0,30.18,30.16,5.0,49.0,3.0,1.0,0.0,4834.0,1.0
12983,0.0,7.0,0.0,30.13,22.0,31.0,0.0,69.0,30.12,30.11,10.0,28.0,8.0,0.0,0.0,3081.0,1.0
16467,0.0,14.0,0.0,30.05,42.0,45.0,0.01,90.0,30.05,30.03,10.0,44.0,6.0,1.0,0.0,6895.0,1.0
1780,0.0,0.0,0.0,0.0,14.0,26.0,0.0,60.0,0.0,30.16,10.0,22.0,9.0,0.0,0.0,0.0,3.0
6927,0.0,0.0,0.0,0.0,17.0,32.0,0.0,54.0,0.0,30.08,10.0,27.0,17.0,0.0,0.0,0.0,1.0
3955,0.0,0.0,0.0,0.0,11.0,20.0,0.0,68.0,0.0,30.64,10.0,18.0,11.0,0.0,0.0,0.0,3.0
19553,0.0,0.0,0.0,30.17,26.0,38.0,0.0,62.0,30.17,30.14,10.0,33.0,18.0,0.0,0.0,10231.0,1.0
3428,0.0,0.0,0.0,0.0,10.0,24.0,0.0,55.0,0.0,30.24,10.0,20.0,25.0,0.0,0.0,0.0,0.0
1843,0.0,0.0,0.0,0.0,8.0,18.0,0.0,65.0,0.0,30.3,10.0,16.0,15.0,0.0,0.0,0.0,1.0
770,0.0,0.0,0.0,0.0,3.0,18.0,0.0,52.0,0.0,30.34,10.0,15.0,16.0,0.0,0.0,0.0,1.0
16971,0.0,18.0,0.0,29.86,29.0,43.0,0.0,58.0,29.86,29.83,10.0,37.0,26.0,0.0,0.0,7482.0,3.0
14677,1.0,0.0,0.0,30.24,49.0,49.0,0.03,100.0,30.23,30.22,3.0,49.0,0.0,1.0,0.0,4903.0,2.0
1941,0.0,0.0,0.0,0.0,24.0,31.0,0.0,76.0,0.0,30.04,10.0,29.0,13.0,0.0,0.0,0.0,4.0
15442,0.0,22.0,0.0,30.16,14.0,29.0,0.0,54.0,30.16,30.14,10.0,24.0,20.0,0.0,0.0,5855.0,2.0
8265,0.0,0.0,0.0,0.0,40.0,46.0,0.0,79.0,0.0,30.22,10.0,43.0,7.0,0.0,0.0,0.0,3.0
3397,0.0,0.0,0.0,0.0,8.0,23.0,0.0,53.0,0.0,30.27,10.0,19.0,18.0,0.0,0.0,0.0,0.0
11617,0.0,16.0,0.0,30.17,24.0,38.0,0.0,57.0,30.17,30.14,10.0,33.0,15.0,0.0,0.0,1696.0,1.0
5064,0.0,0.0,0.0,0.0,10.0,22.0,0.0,60.0,0.0,30.04,10.0,19.0,14.0,0.0,0.0,0.0,1.0
4027,0.0,0.0,0.0,0.0,6.0,17.0,0.0,62.0,0.0,30.64,10.0,14.0,14.0,0.0,0.0,0.0,2.0
17580,0.0,20.0,0.0,30.11,26.0,39.0,0.0,60.0,30.11,30.09,10.0,34.0,15.0,0.0,0.0,8146.0,1.0
16976,0.0,1.0,0.0,29.23,49.0,49.0,0.0,100.0,29.23,29.21,7.0,49.0,17.0,0.0,0.0,7488.0,1.0
1660,0.0,0.0,0.0,0.0,3.0,16.0,0.0,56.0,0.0,30.48,10.0,13.0,10.0,0.0,0.0,0.0,1.0
18211,0.0,20.0,0.0,30.49,29.0,39.0,0.0,67.0,30.48,30.47,10.0,35.0,9.0,0.0,0.0,8815.0,1.0
14885,1.0,6.0,0.0,30.03,40.0,41.0,0.03,96.0,30.03,30.01,6.0,41.0,22.0,1.0,0.0,5122.0,3.0
3963,0.0,0.0,0.0,0.0,9.0,18.0,0.0,68.0,0.0,30.63,10.0,16.0,14.0,0.0,0.0,0.0,3.0
10329,1.0,10.0,0.0,29.75,54.0,54.0,0.04,100.0,29.75,29.72,0.25,54.0,8.0,1.0,0.0,317.0,4.0
4414,0.0,0.0,0.0,0.0,26.0,31.0,0.0,82.0,0.0,30.5,10.0,29.0,0.0,0.0,0.0,0.0,1.0
10279,0.0,2.0,0.0,30.13,34.0,38.0,0.0,86.0,30.13,30.11,10.0,36.0,6.0,0.0,0.0,252.0,1.0
19145,0.0,18.0,0.0,30.16,29.0,44.0,0.0,55.0,30.15,30.14,10.0,38.0,14.0,0.0,0.0,9823.0,1.0
9875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3146,0.0,0.0,1.0,0.0,48.0,48.0,0.0,100.0,0.0,30.04,0.25,48.0,16.0,0.0,0.0,0.0,5.0
17313,0.0,1.0,0.0,30.03,25.0,39.0,0.0,57.0,30.03,30.01,10.0,34.0,14.0,0.0,0.0,7847.0,3.0
7507,0.0,0.0,0.0,0.0,0.0,26.0,0.0,32.0,0.0,30.6,10.0,20.0,8.0,0.0,0.0,0.0,1.0
144,0.0,0.0,0.0,0.0,-4.0,17.0,0.0,39.0,0.0,30.35,10.0,13.0,15.0,0.0,0.0,0.0,1.0
3514,0.0,0.0,0.0,0.0,13.0,27.0,0.0,55.0,0.0,30.14,10.0,23.0,18.0,0.0,0.0,0.0,1.0
14974,1.0,14.0,0.0,29.83,41.0,42.0,0.19,96.0,29.82,29.8,2.0,42.0,15.0,1.0,0.0,5244.0,1.0
5897,0.0,0.0,0.0,0.0,29.0,33.0,0.0,85.0,0.0,30.09,10.0,31.0,10.0,0.0,0.0,0.0,1.0
4349,0.0,0.0,0.0,0.0,20.0,25.0,0.0,81.0,0.0,30.47,10.0,23.0,9.0,0.0,0.0,0.0,4.0
7102,0.0,0.0,0.0,0.0,9.0,30.0,0.0,41.0,0.0,30.35,10.0,24.0,20.0,0.0,0.0,0.0,1.0
8000,0.0,0.0,0.0,0.0,39.0,49.0,0.0,69.0,0.0,30.21,10.0,44.0,3.0,0.0,0.0,0.0,4.0
19984,1.0,21.0,0.0,29.96,45.0,45.0,0.26,100.0,29.96,29.93,3.0,45.0,13.0,1.0,0.0,10676.0,4.0
8620,0.0,0.0,0.0,0.0,29.0,41.0,0.0,62.0,0.0,30.19,10.0,36.0,15.0,0.0,0.0,0.0,1.0
1437,0.0,0.0,0.0,0.0,-6.0,9.0,0.0,50.0,0.0,30.61,10.0,6.0,6.0,0.0,0.0,0.0,1.0
15536,0.0,0.0,0.0,29.78,25.0,40.0,0.0,55.0,29.78,29.75,10.0,34.0,24.0,0.0,0.0,5949.0,3.0
7960,0.0,0.0,0.0,0.0,32.0,33.0,0.0,96.0,0.0,30.51,10.0,33.0,8.0,0.0,0.0,0.0,1.0
11659,0.0,9.0,0.0,30.23,23.0,36.0,0.0,59.0,30.23,30.21,10.0,31.0,10.0,0.0,0.0,1738.0,1.0
4692,1.0,0.0,0.0,0.0,36.0,36.0,0.02,100.0,0.0,30.22,5.0,36.0,6.0,1.0,0.0,0.0,3.0
7441,0.0,0.0,0.0,0.0,6.0,26.0,0.0,42.0,0.0,30.69,10.0,21.0,3.0,0.0,0.0,0.0,1.0
6255,0.0,0.0,0.0,0.0,42.0,48.0,0.0,80.0,0.0,30.11,9.0,45.0,8.0,0.0,0.0,0.0,1.0
20021,0.0,7.0,0.0,30.38,31.0,31.0,0.0,100.0,30.38,30.35,9.0,31.0,5.0,0.0,0.0,10714.0,1.0
8594,0.0,0.0,0.0,0.0,29.0,41.0,0.0,62.0,0.0,30.19,10.0,36.0,15.0,0.0,0.0,0.0,1.0
18369,0.0,14.0,0.0,30.45,25.0,44.0,0.0,47.0,30.45,30.42,10.0,37.0,8.0,0.0,0.0,8973.0,2.0
65,0.0,0.0,0.0,0.0,-2.0,17.0,0.0,43.0,0.0,30.35,10.0,13.0,14.0,0.0,0.0,0.0,1.0
